,nom_reg,res_princ_de_40_a_moins_de_60_m2_en_2015_princ,res_princ_chauffage_individuel_electrique_met_en_2015_princ,pop_men_emmenages_moins_2_ans_en_2015_princ,appartements_en_2015_princ,res_princ_type_maison_en_2015_princ,menages_deux_voitures_ou_plus_en_2015_princ,anc_tot_emmengt_res_princ_occ_par_proprietaires_annees_en_2015_princ,res_princ_de_120_m2_ou_plus_en_2015_princ,unite_urbaine,nom_epci,menages_emmenages_moins_2_ans_en_2015_princ,menages_au_moins_une_voiture_en_2015_princ,res_princ_occupees_locataires_en_2015_princ,res_princ_hlm_louee_vide_en_2015_princ,res_princ_de_100_a_moins_de_120_m2_en_2015_princ,anc_tot_emmengt_res_princ_occ_gratuit_annees_en_2015_princ,pieces_res_princ_men_emmenages_moins_2_ans_en_2015_princ,res_princ_sdb_baignoire_douche_met_en_2015_princ,res_princ_type_appart_1946_a_1970_en_2015_princ,res_princ_type_appartement_en_2015_princ,res_secondaires_et_logts_occasionnels_en_2015_princ,res_princ_chauffage_central_individuel_met_en_2015_princ,res_princ_3_pieces_en_2015_princ,pieces_res_princ_men_emmenages_depuis_10_ans_ou_plus_en_2015_princ,res_princ_1946_a_1970_en_2015_princ,menages_au_moins_un_parking_en_2015_princ,pieces_res_princ_men_emmenages_entre_2_4_ans_en_2015_princ,pers_res_princ_occupees_proprietaires_en_2015_princ,res_princ_occupees_proprietaires_en_2015_princ,pieces_res_princ_type_appartement_en_2015_princ,pieces_res_princ_men_emmenages_entre_5_9_ans_en_2015_princ,pop_men_emmenages_depuis_10_ans_ou_plus_en_2015_princ,menages_emmenages_entre_5_9_ans_en_2015_princ,res_princ_de_80_a_moins_de_100_m2_en_2015_princ,pieces_res_princ_type_maison_en_2015_princ,libelle_de_l_iris,pop_menages_en_2015_princ,res_princ_chauffage_central_collectif_met_en_2015_princ,res_princ_4_pieces_en_2015_princ,geo_shape,region,nom_dep,iris,pers_res_princ_occupees_locataires_en_2015_princ,res_princ_de_30_a_moins_de_40_m2_en_2015_princ,logements_vacants_en_2015_princ,libelle_commune_ou_arm,anc_tot_emmengt_res_princ_occ_par_locataires_annees_en_2015_princ,res_princ_1_piece_en_2015_princ,departement,pop_men_emmenages_entre_2_4_ans_en_2015_princ,res_princ_type_maison_avt_2013_en_2015_princ,res_princ_type_maison_1971_a_1990_en_2015_princ,res_princ_1971_a_1990_en_2015_princ,res_princ_2006_a_2012_en_2015_princ,res_princ_type_appart_2006_a_2012_en_2015_princ,res_princ_de_60_a_moins_de_80_m2_en_2015_princ,commune_ou_arm,res_princ_1991_a_2005_en_2015_princ,res_princ_5_pieces_ou_plus_en_2015_princ,menages_emmenages_depuis_10_ans_ou_plus_en_2015_princ,res_princ_loge_gratuit_en_2015_princ,menages_en_2015_princ,menages_emmenages_entre_2_4_ans_en_2015_princ,res_princ_avt_2013_en_2015_princ,pieces_res_princ_en_2015_princ,geo_point_2d,anc_tot_emmengt_res_princ_hlm_louees_vides_annees_en_2015_princ,menages_une_voiture_en_2015_princ,res_princ_type_appart_avt_2013_en_2015_princ,res_princ_type_maison_avt_1919_en_2015_princ,residences_principales_en_2015_princ,pers_res_princ_occupees_gratuit_en_2015_princ,res_princ_type_maison_1919_a_1945_en_2015_princ,res_princ_type_appart_1991_a_2005_en_2015_princ,grand_quartier,res_princ_type_appart_avt_1919_en_2015_princ,personnes_res_princ_en_2015_princ,res_princ_2_pieces_en_2015_princ,logements_en_2015_princ,res_princ_type_appart_1919_a_1945_en_2015_princ,res_princ_type_appart_1971_a_1990_en_2015_princ,res_princ_1919_a_1945_en_2015_princ,res_princ_type_maison_2006_a_2012_en_2015_princ,res_princ_de_moins_de_30_m2_en_2015_princ,pers_res_princ_hlm_louees_vides_en_2015_princ,maisons_en_2015_princ,res_princ_type_maison_1946_a_1970_en_2015_princ,pop_men_emmenages_entre_5_9_ans_en_2015_princ,res_princ_avt_1919_en_2015_princ,anc_tot_emmengt_res_princ_annees_en_2015_princ,res_princ_type_maison_1991_a_2005_en_2015_princ,res_princ_avec_eau_chaude_dom_en_2015_princ,res_princ_avec_electricite_dom_en_2015_princ,res_princ_avec_piece_climatisee_dom_en_2015_princ,res_princ_avec_bain_douche_wc_dom_en_2015_princ,habitations_de_fortune_dom_en_2015_princ,res_princ_avec_chauffe_eau_solaire_dom_en_2015_princ,cases_traditionnelles_dom_en_2015_princ,maisons_ou_immeubles_en_dur_dom_en_2015_princ,res_princ_avec_tout_a_l_egout_dom_en_2015_princ,maisons_ou_immeubles_en_bois_dom_en_2015_princ
9818,ILE-DE-FRANCE,273.719981711,560.786186136,314.698712822,1224.0472378,6.73407612449,17.0947483755,6818.77370957,23.9228839259,00851,Métropole du Grand Paris,227.223551198,279.582456964,630.358059649,97.57224211650001,3.30695545853,375.238343943,398.26629373,1043.21370057,93.6061788009,1080.76572299,21.6200609093,363.64071862,226.228453947,1056.92808781,97.0332994668,231.892811036,562.339025659,717.060439178,432.939616308,2379.18513551,390.945119955,704.121240391,170.988774827,71.5540076628,13.468152249,Saint-Ambroise 14,1752.47006992,167.545722159,81.74009339,"{'type': 'Polygon', 'coordinates': [[[2.3811310441, 48.8640201993], [2.3811522545, 48.8640706721], [2.3797248595, 48.8654617596], [2.3793721649, 48.865888917], [2.3792143512, 48.8660913496], [2.3793923698, 48.8661381392], [2.3801970204, 48.8663356672], [2.3802704137, 48.8663540341], [2.3805925271, 48.8664348435], [2.3812965199000002, 48.8666147555], [2.3822058615, 48.8653423888], [2.3822965921, 48.8652781046], [2.3828182083, 48.8649152133], [2.3836429031, 48.8643973954], [2.3837409787, 48.8644032965], [2.3833840902, 48.863575862], [2.3822937403, 48.8637941756], [2.3822267918, 48.8638073202], [2.3812854198, 48.8639913191], [2.3811993562, 48.8640070623], [2.3811310441, 48.8640201993]]]}",11,PARIS,751114214,981.60611854,231.488856619,125.088581475,Paris 11e Arrondissement,4688.48362592,281.798826846,75,469.194855147,6.73407612449,0.0,284.463181937,14.9843696905,14.9843696905,144.001258312,75111,72.0510351315,31.7094019919,421.658125405,35.491466402,1098.78914236,278.918690928,1098.78914236,2408.47852715,"[48.8650575858, 2.38148647998]",1806.19525463,262.487708588,1080.76572299,3.42712066596,1098.78914236,53.8035121991,0.0,65.4177532372,7511142,376.158736141,1752.47006992,477.312366183,1245.49778474,246.135503181,284.463181937,247.24427866,0.0,350.795198669,172.968974661,10.1612036998,0.0,264.455261556,383.012977473,11882.4956794,3.30695545853,,,,,,,,,,
9830,ILE-DE-FRANCE,328.781803859,536.383639955,236.457507658,1033.21011314,10.969226377,26.8940509973,6115.29306052,24.3029568536,00851,Métropole du Grand Paris,117.173583518,386.601911279,564.580963541,55.4696588747,23.8693986876,539.257719122,263.607494405,930.049141717,136.27111255,919.589147283,44.8004489463,274.863366119,280.852151571,1188.23908673,232.095005597,425.786617329,499.716585567,757.67235366,431.717937981,2320.89056668,567.939235913,760.82357875,212.699859135,50.189665792,51.3342424814,Charonne 26,1892.49887485,232.269581205,82.8187118574,"{'type': 'Polygon', 'coordinates': [[[2.3986698441, 48.8550855845], [2.3975762891, 48.8547770036], [2.3961907165, 48.8543832998], [2.3960902037, 48.8543540134], [2.3960127855, 48.8543311389], [2.3943450918, 48.8565198172], [2.3944592675, 48.8565464761], [2.3960052066, 48.8567485483], [2.3962505091, 48.8567506855], [2.3968740176, 48.8568122873], [2.3971285794, 48.8568387518], [2.3972466794000002, 48.8566441885], [2.3978788106, 48.8557237411], [2.3980555791000002, 48.8555231766], [2.3986698441, 48.8550855845]]]}",11,PARIS,751208026,1049.5129811,196.61584445,68.8205169085,Paris 20e Arrondissement,6412.65000515,206.845489653,75,440.702331965,10.969226377,0.0,282.862941653,64.51865265160001,64.51865265160001,189.720202091,75120,163.959674114,50.9358818017,482.483350618,52.0815469031,1048.38044843,236.023655154,1048.38044843,2519.50240262,"[48.8556752282, 2.39644048495]",1679.09170885,359.707860282,919.589147283,3.51188940369,1048.38044843,85.3135400859,0.0,163.959674114,7512080,128.961157118,1892.49887485,426.928213542,1162.00141428,143.015609197,282.862941653,165.107248215,0.0,234.900576692,110.825960691,10.969226377,7.45733697333,454.515456473,139.836926195,13067.2007848,0.0,,,,,,,,,,
10018,ILE-DE-FRANCE,370.658140132,1151.87084862,448.000643332,2219.5854576,31.1807639379,65.0577951047,7530.20742645,43.9951513253,00851,Métropole du Grand Paris,235.313978709,697.106036695,1300.96076578,537.026306336,71.6204404212,774.299905301,529.923249981,1713.40005668,175.433358701,1780.85639846,142.439045838,455.867421406,449.85063805,2513.20782557,178.931081516,583.678432699,792.15850317,814.007398484,448.317018598,4450.78488247,795.529889093,1760.22189528,330.640464724,222.4465655,149.06277734,Plaisance 23,3623.16534719,211.019363239,257.761526826,"{'type': 'Polygon', 'coordinates': [[[2.3177853348, 48.8352821687], [2.3180354971, 48.835425696], [2.3184709063, 48.8356764042], [2.318851088499999, 48.8358791296], [2.3190675868, 48.8359927837], [2.3194696879, 48.8361866381], [2.322147462, 48.8373935085], [2.3227901583, 48.8376318843], [2.3228882701, 48.837630641], [2.3229251278, 48.8375202272], [2.32294213, 48.8374699587], [2.3230393314, 48.8372240816], [2.3232134213, 48.8368275453], [2.3233131581, 48.8365960722], [2.3234725152, 48.8361796658], [2.3237388809, 48.8354958516], [2.3232705822, 48.8354680207], [2.3229916413, 48.8354412598], [2.3225175531, 48.8350203678], [2.3221417949, 48.8346863708], [2.3217776583, 48.8344019038], [2.3216146019, 48.8344738282], [2.3192130967, 48.8345528188], [2.3186180706, 48.8346321727], [2.3181432795, 48.8349973102], [2.3177853348, 48.8352821687]]]}",11,PARIS,751145623,2676.19387723,308.015421086,315.788587271,Paris 14e Arrondissement,14197.7196618,415.334031581,75,691.385815739,31.1807639379,0.0,588.976923156,53.2054548942,53.2054548942,369.901214787,75114,259.355233099,126.840224947,869.071760368,76.4905688528,1825.76835323,390.742149426,1812.11488475,4630.81946782,"[48.8357607434, 2.32108185554]",9242.55140813,632.048241591,1767.20292998,10.237038829,1825.76835323,132.964071479,10.7762759196,249.18778391,7511456,435.171763655,3623.16534719,575.981931822,2283.99598634,275.46111368,578.74345514,286.237389599,0.0,439.131419976,1408.68038705,47.4494411266,0.0,723.556992842,445.408802484,22502.2269936,10.1674491892,,,,,,,,,,
10104,ILE-DE-FRANCE,383.901607185,677.915569435,349.821987606,1644.91635685,4.14884670788,27.0692925892,8601.18644556,5.83541282898,00851,Métropole du Grand Paris,240.946929581,339.599288222,857.951444443,43.0502724357,28.8014473558,625.305752074,428.283773617,1300.77532291,178.031062625,1376.63558758,183.488111791,295.55749691,279.287143097,1327.48819122,181.893143988,202.268993742,691.636498686,806.494847805,494.922803915,2852.61493647,443.617593116,914.97682533,225.596773997,50.9559570257,17.9111086934,Clignancourt 6,2215.29601278,395.842726058,64.8484864481,"{'type': 'Polygon', 'coordinates': [[[2.3472012658, 48.884601139], [2.3448938664, 48.8848241603], [2.3449217957, 48.8852056285], [2.3450159886, 48.8858482642], [2.3450652685, 48.8863755399], [2.3465938790000003, 48.8867103473], [2.3476685194, 48.8869257502], [2.3475520232, 48.8863189689], [2.3472912716, 48.8850360054], [2.3472012658, 48.884601139]]]}",11,PARIS,751187006,1350.73186643,352.420547517,87.9336443092,Paris 18e Arrondissement,6375.51336737,428.34328336,75,584.149978674,4.14884670788,0.0,153.423879886,0.0,0.0,88.0614778528,75118,17.8901709338,34.9651611623,571.40791165,45.205725642,1398.079974,360.128358773,1398.079974,2891.02605664,"[48.8857008518, 2.34629118485]",732.53269515,312.529995633,1376.63558758,0.0,1398.079974,58.0692985473,0.0,14.6856991746,7511870,781.555154015,2215.29601278,590.635899933,1669.5017301,251.772916721,150.59075504,253.661666618,0.0,488.103524235,48.0800130511,4.14884670788,0.944374948679999,366.347221168,791.211112574,15602.005565,3.2044717592,,,,,,,,,,
10263,ILE-DE-FRANCE,368.374107794,820.145504836,476.644673574,1781.29842673,2.00143718199,78.9679626087,7268.80891508,37.6909259586,00851,Métropole du Grand Paris,290.260643861,580.541437194,1050.4445055,185.974614354,29.6598656868,537.058715856,593.15221252,1467.58593925,121.542106392,1457.36634775,174.584618819,262.650890185,331.712951016,1577.80900835,131.9984863,610.274505112,761.275326655,731.803420057,391.284478728,3405.06428096,566.906008815,1076.76466267,246.98863415,121.426277025,8.00574872796,Croulebarbe 7,2639.4265814,431.769164194,187.944899674,"{'type': 'Polygon', 'coordinates': [[[2.3455210591, 48.8376328643], [2.3463502386, 48.8374589639], [2.3470073598, 48.8373159561], [2.3471233835, 48.8372986021], [2.3472298145, 48.8372856924], [2.348987174, 48.8370812205], [2.349069026, 48.8370726723], [2.3491263224, 48.8370666885], [2.3510225177, 48.836871486], [2.3514452353, 48.8368418513], [2.351870772, 48.8368045856], [2.3516702558, 48.8367144616], [2.3514233879, 48.836626784], [2.3511736618, 48.8365498828], [2.3501054332, 48.8362302043], [2.349718668, 48.8361084863], [2.3495313883, 48.8360499084], [2.3485245057, 48.8357287504], [2.348314171, 48.8356619507], [2.3464034848, 48.8350597406], [2.3460075567, 48.8346924326], [2.3459658568, 48.8346499342], [2.345914576, 48.8346109809], [2.3456860918, 48.8344712283], [2.3455818978, 48.8344148973], [2.3454707685000002, 48.8343684214], [2.3448492735, 48.8341725536], [2.344989256, 48.83495847], [2.3452607366000002, 48.8364475122], [2.3454983143, 48.8374911795], [2.3455210636, 48.8376325046], [2.3455210591, 48.8376328643]]]}",11,PARIS,751135207,1795.50831382,311.403477245,150.348179359,Paris 13e Arrondissement,8203.44754721,450.754931442,75,644.142905008,2.00143718199,0.0,563.465037386,3.00215577298,1.00071859099,289.115236178,75113,246.103631116,60.1879174965,584.49576553,73.8372935803,1515.56627781,393.821234265,1515.56627781,3499.14255634,"[48.8362184682, 2.34731306032]",2996.16723937,501.573474585,1457.36634775,1.00071859099,1515.56627781,112.114847519,1.00071859099,246.103631116,7511352,363.977095413,2639.4265814,484.965578178,1840.49907598,195.955219669,528.787576568,202.017717264,0.0,357.896387918,285.683996727,3.00215638311,0.0,441.874340153,368.979249967,16009.3151781,0.0,,,,,,,,,,
10264,ILE-DE-FRANCE,249.985669953,340.727830076,250.338271055,1201.04812986,13.139938379,26.777578018,5264.04983121,13.1895007878,00851,Métropole du Grand Paris,147.90380477,364.251866412,745.631324294,286.367518124,33.8978587676,202.747073177,346.933140421,1038.52981788,125.752544043,1085.42428482,44.8415149423,492.388828561,323.719151197,1379.19522509,125.752544043,300.728047652,532.073968346,670.264173005,329.994251388,2742.54060089,589.270956661,1273.9806658,237.367693058,78.7823169556,34.6121936163,Pont de Flandre 4,2509.65780106,273.260953002,178.261762537,"{'type': 'Polygon', 'coordinates': [[[2.383861411, 48.8908712329], [2.3831319588, 48.8905095477], [2.3826709876, 48.8902796439], [2.382635744, 48.8902614758], [2.382601299, 48.8902909758], [2.3803445919, 48.8916327964], [2.3791321134, 48.892320791], [2.380067325, 48.8930414943], [2.3823982768, 48.8916550972], [2.3837884729, 48.8909266154], [2.383861411, 48.8908712329]]]}",11,PARIS,751197404,1776.39001481,204.260061172,70.7823300984,Paris 19e Arrondissement,6399.29399908,224.700195718,75,443.094142375,13.139938379,0.0,334.303382797,45.3158329083,45.3158329083,304.07754377,75119,157.435889789,44.0984186719,487.090532703,30.7520359571,1106.37761164,234.015581109,1067.35564441,2847.47329052,"[48.8916173945, 2.38143969622]",3475.82873364,337.474288394,1046.40231759,4.29445104746,1106.37761164,63.0036132474,8.84548733156,157.435889789,7511974,218.142602299,2509.65780106,335.598083516,1222.00145668,165.452065752,334.303382797,174.297553083,0.0,222.184660234,969.17839698,13.139938379,0.0,542.244721831,230.250441792,11866.0909035,0.0,,,,,,,,,,
10285,ILE-DE-FRANCE,332.331497787,190.8534765,342.587942718,1785.29868268,0.0,157.956510841,11301.2586614,148.536586591,00851,Métropole du Grand Paris,160.267922181,960.970453191,866.573045435,254.481712636,216.876361241,1564.58483643,388.990633315,1537.33676421,333.724064897,1562.64122275,118.762128924,384.058960137,330.481997989,2678.42329442,353.970913835,580.88430565,1026.46404049,1451.23832136,644.759631994,5017.29290152,995.896711923,1615.91397532,317.45455197,304.781113844,0.0,Auteuil 27,3525.19340915,1052.3024803,373.488079522,"{'type': 'Polygon', 'coordinates': [[[2.2759398056, 48.8527375562], [2.2760709514, 48.8526169359], [2.2765845554, 48.8523358439], [2.2769374815, 48.8521428156], [2.2773356861, 48.8519275757], [2.2776237244, 48.8517944107], [2.2780382759, 48.851579267], [2.278102821, 48.851543682], [2.2783047191, 48.8514306809], [2.2783294593, 48.851415541], [2.2781647728, 48.8514001577], [2.2779987112, 48.8513856653], [2.277066228, 48.8513107838], [2.2759744629, 48.8512241389], [2.2754226495, 48.8512154023], [2.2753070087, 48.8512012115], [2.275268991, 48.8511910882], [2.2716198429, 48.8496975692], [2.2715441255, 48.8496548381], [2.2714630205, 48.8496075773], [2.2713228019000002, 48.849499699], [2.2701907248, 48.8484998994], [2.2693878979, 48.8490957758], [2.2693700072, 48.8491082576], [2.268622147, 48.8496702885], [2.2703179143, 48.8503164933], [2.2719847681, 48.8509867805], [2.2722883508000002, 48.8511073433], [2.272869416, 48.8513635971], [2.273948802, 48.8518495123], [2.2741329772, 48.8519333711], [2.2743020505000002, 48.8520252324], [2.2752028721, 48.8525154489], [2.2756059375, 48.8527355354], [2.2758368892, 48.8528862274], [2.2759398056, 48.8527375562]]]}",11,PARIS,751166127,1858.51975916,115.101973051,125.5230476,Paris 16e Arrondissement,7911.00151133,274.312623942,75,842.256495202,0.0,0.0,279.033588707,18.7872537217,18.7872537217,248.084290862,75116,182.280083604,303.900498547,763.193973594,115.882239509,1627.21491694,386.298469193,1620.60305443,5089.77468014,"[48.8508183511, 2.27322195386]",3161.37166801,803.01394235,1556.02936024,0.0,1627.21491694,215.435328639,0.0,182.280083604,7511661,322.629726819,3525.19340915,345.031716939,1871.50009346,419.574642489,279.033588707,463.901487742,0.0,261.503093563,646.650235576,11.5199441641,0.0,724.434995909,322.629726819,20776.8450092,0.0,,,,,,,,,,
10350,ILE-DE-FRANCE,132.704715716,186.594091644,436.897335479,1474.34114138,11.6336079108,236.686249832,9350.33983623,421.812072543,00851,Métropole du Grand Paris,257.714252029,709.918449807,458.455564439,3.30958764392,74.967292126,1194.28303566,597.35431516,1109.00873112,287.331669087,1137.63616126,217.077364933,115.431609806,126.277945775,2038.38250047,304.087667014,365.5919252,994.660014693,1577.12311633,639.661463327,4084.35521062,581.133783639,1082.48140967,163.519285607,41.3743548699,60.7718094697,Porte Dauphine 6,2577.44394017,900.383351413,151.245592197,"{'type': 'Polygon', 'coordinates': [[[2.2741734166, 48.8685977824], [2.2746259186, 48.8691922971], [2.2756876082, 48.8705864205], [2.2759849874, 48.870965945500004], [2.2763939701, 48.8715556921], [2.2764724406, 48.8717953926], [2.276660749, 48.871586983], [2.2769357675, 48.8715157976], [2.2774882916, 48.8713905275], [2.2776551525, 48.8713519633], [2.2778630219, 48.8713055522], [2.2789816158000002, 48.8710604785], [2.2788910342, 48.8709070439], [2.2784090534, 48.8700740417], [2.2773722987, 48.8682538014], [2.277012952199999, 48.8676247847], [2.2763638118, 48.8678385044], [2.2747021812, 48.8684148225], [2.2741734166, 48.8685977824]]]}",11,PARIS,751166306,781.202605872,130.945709938,127.513651266,Paris 16e Arrondissement,2741.44236034,316.49937839,75,718.538022932,11.6336079108,0.0,198.089216888,10.4341106548,10.4341106548,110.591793013,75116,30.2182358843,395.489639829,486.585915197,104.292025097,1202.40905286,294.58960003,1195.73795837,4211.53061396,"[48.8696723863, 2.2766413267]",102.597216961,473.232199975,1130.96506677,4.96251341898,1202.40905286,219.118217971,3.33554724592,26.9086482404,7511663,417.293014912,2577.44394017,212.896496672,1547.00006906,197.527582272,191.4700416,210.80695434,0.0,290.013114657,3.30958764392,15.0474166584,3.33554724592,339.527172089,442.101773591,13286.0652322,0.0,,,,,,,,,,
10351,ILE-DE-FRANCE,283.775681846,461.450859194,111.17291113,923.250660497,0.0,35.2783654767,487.243599344,7.3447518798,00851,Métropole du Grand Paris,65.6425967685,229.554262983,813.316179782,508.741057645,22.5606439098,94.9144145629,129.930793523,789.93661074,214.481065542,863.189349505,24.3027808969,204.298864892,288.937882814,1459.48893987,216.358742484,156.606010897,453.370985354,114.873488963,44.9601544877,2308.53344091,271.375752991,1262.15497505,112.930054561,136.451121557,0.0,Pont de Flandre 7,2066.2142792,196.114345657,176.213373125,"{'type': 'Polygon', 'coordinates': [[[2.3817229839, 48.8943126968], [2.3815940468, 48.894374084], [2.3814746456, 48.8944364196], [2.3800300408, 48.8952563215], [2.3792788872, 48.895682304], [2.3779171877, 48.8944665556], [2.3776810964, 48.8942494926], [2.377258402, 48.8944676282], [2.3764849016, 48.8951641719], [2.3767630456, 48.8954003416], [2.3768736873, 48.8955007415], [2.3769718287, 48.895619962], [2.3775233024, 48.8963818531], [2.3775768579, 48.8964657679], [2.3779064465, 48.8963928371], [2.3783087387, 48.8962852096], [2.380158358, 48.8960492838], [2.3814394047, 48.8959102182], [2.3825272632, 48.8959589994], [2.3832551991, 48.8959942265], [2.3833343251, 48.8959928353], [2.3833835737, 48.8959804985], [2.3834508083, 48.8959466706], [2.3834866098, 48.8959180768], [2.3835488252, 48.8958473511], [2.3832832105, 48.8955869804], [2.382755313, 48.8951310051], [2.3823515218, 48.8947916792], [2.3822799102, 48.8947346529], [2.3817229839, 48.8943126968]]]}",11,PARIS,751197407,1936.82056741,168.429307223,35.7585300953,Paris 19e Arrondissement,12009.7257355,169.599030556,75,388.946115766,0.0,0.0,242.774159216,4.82695260452,4.82695260452,142.740692801,75119,14.7132558852,35.7287288959,476.66445014,6.7906921775899995,865.067026447,209.829924978,865.067026447,2314.16647174,"[48.8954299613, 2.37980598123]",9841.22247286,194.275897506,863.189349505,0.0,865.067026447,14.5202228264,0.0,14.7132558852,7511974,183.798580844,2066.2142792,194.588011055,925.128337439,202.595335413,242.774159216,202.595335413,0.0,103.764827231,1433.56099687,0.0,0.0,303.940277254,183.798580844,12591.8837494,0.0,,,,,,,,,,
10381,ILE-DE-FRANCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00851,Métropole du Grand Paris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seine et Berges 2,0.0,0.0,0.0,"{'type': 'Polygon', 'coordinates': [[[2.3523898173, 48.854571555], [2.3525207767, 48.8550003555], [2.3526033145, 48.8552679098], [2.3529046616000002, 48.8551463285], [2.3557475708, 48.8540509685], [2.3602554462, 48.852424842], [2.3603703462, 48.8523903815], [2.360228635, 48.8521665841], [2.3603848969, 48.8519821526], [2.360132818, 48.8517568655], [2.3600900548, 48.8517989065], [2.359285884, 48.8521408543], [2.3564090102, 48.8531317916], [2.3537656527, 48.8540762552], [2.3523898173, 48.854571555]]]}",11,PARIS,751041499,0.0,0.0,0.0,Paris 4e Arrondissement,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[48.8535300127, 2.35627930876]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7510414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
10593,ILE-DE-FRANCE,239.003765772,647.668775851,330.697948322,1567.8741613,3.38532145453,39.330407904,2500.61598663,8.02081652208,00851,Métropole du Grand Paris,243.256023921,389.5463661,1132.38593653,340.918966204,23.7232803348,501.362853994,393.989685272,1289.55709858,159.978605234,1359.75416753,379.621344726,160.94743294,335.470381131,1177.65922016,159.978605234,318.427735579,849.944628869,365.96265632,211.804351003,2990.49912531,632.553201008,921.777409915,262.003302368,116.013678877,20.4866126277,Bercy 5,2607.4556562,586.72107735,115.630980389,"{'type': 'Polygon', 'coordinates': [[[2.3816497775, 48.8443190117], [2.3816958899, 48.8443372372], [2.3819617072, 48.8444429363], [2.3824418781, 48.8446279857], [2.3829492392000002, 48.8448185695], [2.3830457344, 48.8448397524], [2.3833711146, 48.8448639139], [2.3834319280000003, 48.8447913793], [2.3840882111, 48.8442784639], [2.3843466402, 48.8440658113], [2.3852024956, 48.8433606188], [2.3858891261, 48.8426761358], [2.3859125743, 48.8426519735], [2.3859429303, 48.8426197524], [2.3859953826, 48.8425624626], [2.386503401, 48.8420020698], [2.3865823738, 48.8418909542], [2.3860658769, 48.8421302324], [2.3869506927, 48.8401166051], [2.387868886, 48.8391994615], [2.3880344, 48.8390276309], [2.3881130484, 48.8389434932], [2.3878562656, 48.8389979398], [2.3873702527000003, 48.8390808911], [2.3847626181, 48.8395315787], [2.3818070887, 48.8400458406], [2.379611044, 48.8404502016], [2.3793148632, 48.8404936333], [2.3792467528, 48.8404923805], [2.3791692661, 48.8404775886], [2.3791000719, 48.8404529467], [2.3790227782, 48.8404219672], [2.3788346047, 48.8405486996], [2.377532758, 48.8415159408], [2.3774257136, 48.8415801378], [2.3764233283, 48.8421127346], [2.3765529845, 48.8422087426], [2.3766543843, 48.8422749244], [2.3767599794, 48.8423321343], [2.3777559834, 48.8427905966], [2.3788795864, 48.8432910836], [2.379800729, 48.8436313236], [2.3814869792, 48.8442588125], [2.381573839, 48.844288041], [2.3816497775, 48.8443190117]]]}",11,PARIS,751124705,2140.23924945,149.230450461,88.0484893564,Paris 12e Arrondissement,10727.1785487,474.378576456,75,738.544133305,2.51715560334,2.51715560334,269.003991261,85.8228807446,82.3502173398,253.535431018,75112,199.163390426,46.4231784645,435.015673912,58.6375354133,1402.82782294,462.552822744,1192.27381891,3054.14673531,"[48.8418606157, 2.38245633313]",5573.91629646,350.215958196,1182.19046584,0.0,1402.82782294,101.253750428,0.0,199.163390426,7511247,287.162472119,2607.4556562,430.924706504,1870.49765703,187.048945062,266.486835658,187.917110914,0.0,613.30039996,932.215114369,3.38532145453,0.0,616.436164655,290.387840333,13729.1573893,0.0,,,,,,,,,,
